"PAREDINT","BOOKSHOME","TECH","READ_AVG"
16,4,-0.6903,490.0947
12,2,0.4946,346.5038
9,4,0.6316,357.3274
16,3,0.7871,532.0347
16,6,-0.3003,646.0682
9,1,0.7017,385.7284
14.5,2,-0.3295,582.7169
16,6,1.7255,469.7405
16,4,0.9789,358.2341
9,4,0.2473,437.0795
12,1,0.3507,413.1953
12,3,-0.0826,493.1887
12,2,0.3311,521.4334
16,3,1.2046,502.6783
16,4,0.4729,295.9878
14.5,3,-1.2979,541.1404
16,2,1.3024,349.4976
14.5,4,-0.1805,629.9475
16,2,-0.3003,601.8727
16,4,1.5931,405.6061
16,3,-1.0597,441.3259
12,3,0.4934,459.0192
12,2,-0.3876,378.9324
16,2,0.8062,507.6806
3,2,1.3547,504.8533
16,3,-0.0574,545.8206
16,6,0.8948,681.8225
16,1,-1.2528,377.1746
16,4,-0.132,598.3091
14.5,2,0.4484,660.6126
16,4,0.7159,519.1843
12,2,0.4207,590.7375
16,3,1.4929,608.7867
16,6,0.5624,549.2849
16,6,-0.132,452.1841
16,3,0.5432,382.2929
12,2,-1.1719,531.6016
16,3,1.1605,551.4143
12,2,-0.2075,443.6533
16,1,1.2962,479.7484
16,7,0.7159,539.7976
16,4,0.5166,427.6417
16,7,0.7003,738.7647
12,1,-1.1051,469.9821
14.5,2,1.0932,459.44
16,4,0.7866,469.196
14.5,2,-1.2411,602.3355
16,4,-0.3001,571.6623
16,2,0.5797,284.952
16,1,0.4293,329.3053
16,2,-0.1632,383.3411
16,4,0.898,603.5548
16,2,0.7288,558.6733
12,2,-1.1582,383.155
12,3,0.5453,579.7246
16,4,-0.8725,502.3892
12,3,0.7213,388.7934
12,4,1.3198,395.3761
16,3,-0.8421,270.4444
16,4,-0.7605,677.3953
16,4,1.5422,389.1101
16,4,1.0023,665.561
12,3,-0.2271,570.4881
12,4,0.1458,365.0502
16,6,2.6126,588.1494
14.5,4,1.2503,544.7677
12,3,-0.0073,515.2366
9,3,0.4946,562.286
16,1,0.5806,335.2856
12,4,0.5282,477.8972
16,1,0.8269,241.2357
14.5,4,-1.3885,651.3221
16,3,1.0664,510.7198
16,7,2.0199,734.4531
16,6,1.438,464.0807
16,4,-0.8271,296.3919
16,3,-0.8091,561.5927
16,3,0.4484,515.2496
9,3,1.0357,477.5456
16,3,-0.3003,612.8284
16,4,0.5869,585.2635
16,2,0.66,369.3602
12,3,-0.3752,402.7515
9,3,-1.7465,238.59
16,4,-0.8273,365.8011
16,3,-1.2236,656.6297
9,1,-0.9475,544.3325
14.5,4,-0.0877,554.2881
16,4,0.6731,664.4483
12,3,-0.1622,494.4677
14.5,4,-0.0736,646.2937
16,2,0.4484,414.3391
12,6,0.7159,637.8522
16,6,1.2602,539.1826
16,1,-0.6852,289.8708
16,4,1.7864,483.8225
16,1,-0.9092,437.2035
12,2,-0.8945,411.1531
12,4,0.8006,411.7073
16,6,2.2514,356.1958
12,4,-0.102,694.4367
12,4,-1.0112,682.6276
12,4,-0.1496,465.6914
12,4,0.0171,446.674
16,2,1.0229,543.3521
16,6,-0.4067,734.8436
16,6,-0.0268,535.4026
16,6,0.4383,509.5531
12,2,1.5638,564.1252
12,4,-1.365,656.0681
12,3,0.5349,364.4867
12,2,-0.1799,452.7466
16,3,1.0229,523.0927
16,3,-0.6925,449.4176
14.5,4,1.5936,618.0133
9,1,0.0666,275.4375
16,2,0.2473,466.7885
16,4,-0.0073,547.0886
16,3,-0.5988,465.7365
16,7,-0.8787,550.3632
16,6,-0.3295,592.8909
16,6,0.8511,780.0662
12,2,-0.7305,469.2464
12,2,-0.8021,490.6287
16,3,-0.5225,574.1243
16,4,0.6875,609.0693
16,6,1.0849,524.6627
12,6,1.5585,406.7218
16,4,-0.0595,549.4517
12,1,-0.843,560.4133
16,4,-0.004,513.3662
12,4,-0.3588,469.5641
16,3,1.1026,511.2616
16,4,-0.5558,494.2204
6,4,1.0229,660.9243
16,2,0.6293,430.0856
12,4,0.3344,599.0927
16,4,0.7159,702.5624
16,2,1.1591,407.5691
12,4,-0.3001,680.4827
16,4,3.3037,467.3206
16,3,-0.3588,579.0624
14.5,3,0.1428,481.4232
16,3,0.3344,674.5984
14.5,4,-1.1413,634.9632
16,3,-0.2812,372.1819
16,3,1.1454,461.751
12,2,-1.0153,505.6547
9,3,-1.9403,455.5637
12,3,0.7604,521.6945
16,2,0.5224,466.4899
14.5,3,-1.2678,458.5439
16,3,-0.8047,478.4454
9,2,-0.1969,480.9166
16,6,0.8787,565.3902
16,3,-0.9221,573.0061
12,1,-0.6259,590.6974
12,3,-0.7431,452.0564
16,7,1.6446,734.1806
16,4,0.9758,487.0126
9,3,0.8276,506.5253
12,1,-1.5522,487.0676
12,2,-1.2944,453.2694
16,3,0.6586,622.3357
16,3,1.0229,447.3886
9,2,-1.0843,315.2037
12,1,-0.102,387.9358
9,3,-0.8639,397.8497
12,3,-0.102,443.6238
16,4,-0.0574,621.8916
12,2,0.5224,465.8249
16,6,0.8245,647.64
16,4,0.4207,644.9722
12,2,-0.3404,424.5056
16,3,-0.716,544.4736
16,2,0.7159,613.5619
16,4,1.0409,593.0443
16,6,0.3061,648.5589
16,4,0.5598,726.9723
14.5,4,0.183,742.144
16,3,0.0981,452.6129
16,4,0.394,505.9662
16,4,-0.81,504.4775
16,4,0.169,600.5842
12,4,0.3284,506.4
12,4,1.9458,666.6633
12,3,-0.4174,684.1456
12,4,0.7427,601.6888
16,6,0.9035,749.5099
16,2,-0.5139,492.9275
16,4,0.1583,624.0606
12,4,-0.4746,364.6611
16,6,0.2292,559.9566
16,2,0.3222,489.5938
12,7,-1.5071,543.2336
12,2,1.7096,409.0812
16,1,-0.5184,318.2163
16,3,-0.3466,527.4642
16,2,0.7159,565.5413
16,4,0.4484,587.2392
12,2,0.2607,559.9707
16,4,2.2514,583.6186
12,2,-0.618,518.0428
16,3,-0.9179,373.992
12,1,-1.4118,647.9565
16,7,1.2342,658.9978
16,4,-1.4111,636.4551
14.5,2,0.7797,429.7569
12,1,-0.7715,485.996
16,4,0.2292,628.2452
14.5,4,-0.102,536.5424
12,4,2.0755,409.1131
12,4,-0.6458,585.8377
12,3,-0.8565,510.2097
12,4,-0.6,729.8577
16,6,-1.1393,616.6226
16,3,0.2578,625.2053
12,7,1.0646,662.2509
16,6,0.7159,462.6281
16,1,1.5107,464.2451
16,6,2.1683,639.5186
16,7,1.0107,748.8446
12,1,0.0291,367.2247
12,4,-0.8741,645.29
12,3,0.4522,538.1882
16,4,0.3924,649.3918
16,7,1.9267,636.6102
9,2,-1.8601,379.1997
9,3,-0.7123,519.7179
12,4,0.3924,513.5012
14.5,4,-0.6134,590.0473
9,3,-1.0749,357.2371
14.5,3,0.4668,507.9737
12,3,-0.651,614.4489
16,4,1.7333,559.3289
16,3,-0.7268,506.7798
12,3,0.1366,606.3484
12,3,-0.4763,620.2712
16,4,0.2792,634.8441
16,6,2.6126,534.2018
16,6,1.0107,575.6917
14.5,3,1.2884,306.88
9,3,0.0903,544.3668
12,7,0.2801,435.9852
12,3,0.2412,468.0229
14.5,2,0.3344,512.7555
9,3,-0.102,484.2407
16,6,-0.457,687.8399
16,7,-1.0727,383.2865
12,3,-0.2812,431.1445
16,6,2.2514,501.5762
16,4,0.4344,355.8389
12,6,-0.4199,603.0691
12,2,-0.8399,476.4553
12,2,-0.651,529.7486
16,2,0.1458,404.4517
9,4,-0.2539,428.1163
16,3,-0.09,440.8008
9,2,-1.4184,421.446
16,3,0.0291,380.4271
16,7,1.2071,449.668
16,3,1.0642,294.3437
9,6,-0.2067,590.9908
16,4,1.0229,427.7452
16,4,0.1983,522.4276
16,4,-0.5429,463.5411
16,1,-1.5522,230.7995
12,4,-0.2539,476.1711
12,2,0.8006,461.2458
16,4,1.9458,556.4647
12,4,-1.5122,436.969
16,7,2.304,696.2293
16,3,0.1891,478.2335
9,3,-0.0278,417.6509
12,4,-0.8421,457.674
16,2,1.2777,610.3724
16,6,-0.6205,618.7184
9,3,0.3162,358.1706
16,6,0.0933,560.2121
16,2,0.3631,403.4545
9,3,0.2289,378.9859
9,2,-0.6132,424.6031
12,4,-0.5054,501.117
16,4,0.781,390.3342
14.5,4,-0.102,606.5092
16,7,0.4764,785.1786
12,4,-0.0574,648.8308
16,3,-1.6507,383.7032
12,4,0.3344,637.2261
16,6,1.5533,606.3421
12,2,-1.4196,336.5328
16,4,0.9492,565.3956
12,4,1.6698,261.2191
16,2,-0.4445,441.7222
16,4,1.0491,390.6934
12,2,0.1396,491.6089
16,4,-0.2477,578.7797
16,2,-0.0877,433.5198
16,2,-0.7047,550.1663
16,2,0.0526,467.3357
16,3,0.5224,422.7637
14.5,2,-1.3566,352.1131
12,4,-0.1888,494.9
16,4,-1.3015,459.0036
12,4,0.0882,346.6086
16,3,-0.5005,439.1496
16,6,0.8511,581.3837
16,3,0.1396,469.1244
16,3,1.5612,491.5383
14.5,4,1.0285,568.176
16,4,0.4484,510.9097
16,4,1.0755,563.5409
16,2,0.6816,459.7757
16,4,-0.1559,609.9829
16,3,0.257,461.0994
12,2,-1.0153,541.2379
16,2,-0.228,554.2116
12,1,-0.6259,482.2123
12,4,-0.1795,407.878
16,4,-0.5168,597.0392
16,4,-0.0073,347.7193
12,3,-0.6094,608.0822
14.5,2,-0.102,499.0326
6,2,0.8086,432.6977
16,4,0.4207,649.9175
16,3,0.1891,457.7508
16,4,-1.1393,702.626
16,3,-0.7868,563.0729
16,1,-1.2038,376.2655
9,1,-0.7027,360.7274
3,3,0.0629,410.4378
12,2,-0.6148,376.1682
16,2,-0.7868,256.3972
16,4,-0.4762,626.3551
16,4,0.4484,431.0406
16,3,-0.6172,467.0845
16,3,-0.1466,522.0207
16,4,0.2607,513.7717
12,4,-0.4482,594.3739
14.5,4,0.1168,578.1066
12,2,-0.5448,585.3532
9,2,-0.3003,603.4642
14.5,4,-0.0082,466.6027
16,4,1.6868,572.6702
16,2,1.3033,362.4197
16,1,-0.2423,363.6172
12,2,-0.3295,420.0077
16,3,0.1862,450.9056
3,3,0.2412,389.9844
3,2,0.7024,488.2134
12,2,0.5043,522.6666
12,4,0.9758,694.6198
16,2,-0.2705,465.5891
16,7,2.8974,567.0827
16,4,-1.0637,417.5791
9,3,1.8081,351.2356
6,3,-0.6205,437.9659
16,4,0.9155,474.6915
16,3,0.1932,444.502
12,4,1.1864,493.682
16,3,-0.6259,683.391
16,3,0.1321,500.2816
12,1,0.1891,411.4842
16,2,-0.6,545.9884
16,3,0.2787,375.0141
12,3,-0.059,502.948
12,2,-0.0851,419.7322
12,3,0.3924,606.3929
12,4,1.1343,701.4386
6,2,-0.5827,385.901
12,4,-0.7715,572.3871
16,4,-1.4199,234.1204
16,4,1.4126,531.3494
12,4,-0.7865,330.3711
16,4,-0.8686,371.9785
12,3,1.034,499.6067
16,3,0.4484,630.954
16,4,0.934,577.2517
12,3,0.6543,440.7785
12,4,-0.102,470.7653
16,2,-2.178,343.429
16,2,0.7466,495.0531
12,3,-0.3596,527.4904
14.5,3,2.0096,569.6154
12,7,0.0642,623.3684
9,2,-1.4242,366.9161
16,4,-0.8271,405.5189
16,7,-0.9944,382.4618
16,1,1.0677,450.8747
16,2,-0.8205,368.4666
9,1,-0.5613,263.5002
16,3,1.3774,646.2009
12,2,-1.2413,415.591
12,3,0.8486,356.5127
16,4,1.002,400.8693
12,2,-0.5763,497.2078
16,4,-0.49,351.1641
16,4,-1.1862,481.6724
12,4,0.528,511.4658
16,6,0.5326,654.4652
16,3,-0.2097,524.5116
12,6,-0.6314,555.6874
16,6,-0.0526,562.6719
16,2,0.3924,511.9015
16,2,-0.6369,625.9358
3,3,-1.0119,621.249
16,4,-0.0073,640.2659
12,1,-1.78,254.9132
12,1,-0.0287,419.9284
12,1,0.5206,464.1706
6,3,-0.6885,509.6097
16,4,-0.263,370.7183
16,1,0.7641,460.6638
16,3,1.1551,516.9912
16,3,-0.4463,500.1726
16,4,1.0715,526.7417
12,4,-0.4301,667.4893
16,4,0.9758,405.5695
16,7,1.2571,493.2949
16,4,-0.8741,680.8488
16,4,1.1966,521.799
12,1,-1.0283,554.778
16,4,0.9968,619.839
16,3,-0.843,608.5393
12,4,-0.3003,614.0103
12,4,-0.132,512.8172
16,4,0.6293,583.4282
16,3,-0.8716,480.4139
16,6,0.1985,641.5522
14.5,4,-0.8957,515.5152
16,4,-0.3588,489.8443
16,2,0.4764,503.9432
9,2,-0.3645,404.5019
16,4,0.4899,375.6862
16,4,-0.6205,604.8043
12,3,-0.8855,455.6953
16,3,0.3371,503.5796
14.5,2,-0.3588,595.4471
3,1,-0.1083,449.0812
16,4,-0.103,519.396
16,3,1.002,482.9192
12,1,-1.3783,534.438
16,4,0.6567,427.489
12,3,-0.2835,395.3128
16,2,-0.4646,568.9998
12,2,0.5349,495.2551
16,4,-0.1083,513.05
16,4,-0.1622,481.2165
16,3,2.4004,445.1589
16,2,1.0792,542.1312
16,3,1.516,475.8841
16,6,1.4326,638.1747
12,2,-0.0526,555.5796
9,3,0.183,485.3458
12,2,1.6419,355.7297
16,3,0.761,495.9516
12,2,0.1891,508.0756
12,3,1.3721,330.1893
12,2,-1.5752,277.6849
12,4,0.1891,449.5427
12,2,-1.9576,333.8363
12,4,-0.1622,606.8818
16,4,-0.0371,575.918
12,2,0.4343,420.6849
12,2,0.9353,417.4511
16,4,-0.2842,646.8974
16,4,0.8086,346.6819
16,4,-1.8197,585.9213
16,4,-0.2228,475.8839
16,2,-0.8694,415.0015
16,1,0.0987,356.7126
16,2,0.183,544.119
6,3,0.2607,684.2839
14.5,3,1.2884,466.1004
16,2,1.0366,360.2671
12,4,-0.7318,406.3809
16,4,0.7159,576.8445
6,2,0.6709,570.4148
16,2,-0.1129,335.8954
16,3,-0.669,534.3016
12,4,0.5838,366.2085
12,3,-1.7465,461.1428
16,3,0.0458,343.2064
16,2,0.9155,397.1123
16,2,-0.0375,386.298
12,2,1.2735,330.7235
16,2,-0.5378,457.6219
9,1,-1.5089,497.838
14.5,3,0.1428,626.6821
16,6,0.5291,384.6579
9,3,1.2139,521.1895
16,1,-1.3246,309.7434
16,4,-0.0339,333.3505
16,3,-0.5434,489.6273
12,6,0.2412,552.5684
6,1,-1.1035,418.6208
12,2,0.6703,391.0172
16,2,-0.7887,438.2634
12,3,1.2831,489.2682
16,6,0.5326,590.0598
12,2,-0.3588,444.3406
14.5,4,0.9155,488.8914
14.5,2,-1.0122,441.6269
12,2,0.0225,420.0713
16,3,1.002,547.1898
12,3,2.0565,517.6464
14.5,1,1.0285,538.502
16,4,0.3251,621.7494
9,2,-0.982,402.3282
9,3,-0.3679,272.581
16,7,0.478,249.7683
16,4,0.4664,678.2858
6,2,-1.1494,485.2847
12,4,-2.7216,642.0837
16,2,-1.0302,505.6763
16,4,-0.0073,461.2247
12,1,-0.3003,486.2767
6,4,0.2292,658.6364
12,3,-0.6,430.615
12,3,0.2226,601.2413
9,3,1.1315,492.3867
16,6,1.3033,537.6033
16,4,1.7606,587.5477
3,2,-1.0153,410.5804
16,4,0.4484,619.875
16,3,1.4245,451.4944
9,4,-0.3172,497.2919
16,4,2.019,441.5011
12,3,-0.8091,530.8289
14.5,3,0.1891,502.9203
16,4,1.1469,470.3605
16,7,-0.0901,532.5387
16,6,0.0198,589.9101
16,4,0.7936,367.1671
16,4,0.2289,560.8596
14.5,4,0.7773,395.4468
16,4,0.2835,518.0491
16,4,1.0907,751.2648
16,7,1.6826,466.3829
16,4,1.7918,470.634
16,2,-0.3003,430.9768
9,3,-0.4259,372.6064
12,4,-0.7973,712.4213
12,2,-0.4052,539.1903
14.5,4,0.7698,631.089
16,1,-0.7845,364.2095
12,4,0.0811,586.1609
12,4,0.1428,413.644
12,3,-1.2786,554.8512
6,2,-0.7973,435.4476
16,4,-1.031,488.0367
16,4,1.4072,542.0717
12,2,0.8152,309.301
14.5,4,1.0592,591.3674
9,1,-0.651,541.8835
12,2,-1.0843,458.1384
12,2,-2.5909,256.4204
16,4,-0.1795,634.2073
12,1,-1.6252,306.1
12,3,-0.1083,419.5107
16,4,0.8511,539.1293
14.5,1,-1.0597,462.5342
6,3,-0.6055,538.8233
16,3,-0.056,450.177
16,4,-1.1413,567.7871
12,3,-1.5155,557.7216
12,2,-0.8957,468.1718
12,1,-1.0634,300.9437
16,2,-0.2092,491.5753
12,4,-1.3531,332.567
16,4,-1.0106,662.9735
16,2,-0.5434,447.3283
16,1,-1.5583,399.0756
14.5,4,1.0229,323.2696
16,3,-0.3588,522.979
16,4,1.002,634.4956
16,6,1.1605,653.7096
16,3,-0.1083,379.4464
9,2,-0.7309,394.7197
16,4,0.8006,524.058
16,4,0.7698,737.6396
12,1,-1.1862,495.5259
12,3,-1.4902,539.1495
16,4,1.6041,514.6096
16,4,-0.3588,634.4726
16,7,3.3852,625.1848
16,7,-0.7837,712.3543
16,1,0.0666,405.907
16,2,-0.2238,432.4549
6,2,-0.5615,427.3154
16,4,-1.2374,625.6278
12,3,-1.0754,635.6034
16,6,1.3033,449.6564
16,1,-1.3707,308.0774
14.5,2,0.183,442.1761
12,3,1.1985,509.1158
16,1,1.0581,398.3983
16,1,0.4605,400.5467
16,4,0.4207,569.4799
12,2,0.3849,402.871
12,3,1.8176,553.3651
16,3,-0.0609,497.7508
12,4,0.3924,656.8505
12,3,-0.3732,452.0816
16,4,1.3198,471.0275
16,4,-1.0112,421.6283
14.5,3,-1.2294,622.6734
16,2,0.0463,458.4375
16,4,-0.4745,608.0807
3,2,1.8243,530.8607
12,3,-0.6852,492.1384
16,3,0.822,368.4985
16,3,1.2777,541.5958
16,4,-0.1921,575.2071
16,4,0.8398,416.4392
16,2,1.4961,604.5861
14.5,1,-0.9615,392.2268
16,4,0.8142,489.8651
16,7,-1.1915,539.0614
14.5,3,-0.2768,558.214
16,4,-0.0282,613.4656
12,2,-0.0136,292.6498
16,4,-0.0103,674.6364
9,2,-1.0561,369.0315
14.5,4,-0.4482,494.4563
16,4,1.6214,722.4085
16,2,-0.5139,672.3259
3,3,1.6041,496.1189
12,3,-0.7058,537.6474
16,4,1.4298,545.3988
16,4,0.5224,650.39
16,6,1.2345,667.1051
12,3,1.3547,461.9209
12,6,0.5585,526.1985
14.5,3,-0.6912,316.5816
14.5,6,0.1428,541.2544
16,1,-0.3003,439.9055
16,4,0.2578,490.1527
12,3,0.4131,694.3507
16,4,-0.5191,665.9021
12,3,-0.6711,407.6924
16,6,0.8511,606.6623
12,4,-0.3924,658.7347
16,4,0.7159,538.1291
12,2,-1.6997,376.336
12,3,0.6608,540.7384
16,2,-1.7029,273.1943
14.5,4,-0.2576,682.503
16,6,0.183,542.0296
16,3,0.8768,583.4644
12,4,0.1891,414.441
16,4,0.183,430.6844
16,4,-0.0851,664.3113
3,2,-0.4704,356.383
16,4,-0.3588,565.0321
16,2,-0.638,330.917
12,4,0.7427,604.6301
16,2,0.183,486.4485
12,3,-1.7236,533.0191
16,1,-0.1265,279.807
16,6,1.3963,547.9936
12,2,-0.6259,389.2688
16,4,-0.2706,597.9486
16,4,-0.0574,550.5226
16,3,0.0687,671.7205
16,3,0.232,430.2754
16,2,-1.0112,411.7193
16,3,0.7597,640.5952
14.5,4,-0.102,513.2934
16,3,0.4996,524.3248
14.5,4,-0.1114,479.5721
16,6,-0.7014,539.7552
16,2,-0.1257,549.7941
16,4,0.0463,538.9799
14.5,4,0.7427,529.0025
16,3,1.3036,485.5596
16,4,0.7159,574.2992
9,2,-0.7865,537.1794
12,3,-0.3295,487.5921
16,3,0.4937,547.2033
14.5,3,0.3085,388.615
16,3,0.6044,461.5402
12,3,0.6596,344.3998
12,3,0.5349,300.4019
16,2,0.9813,556.1277
14.5,3,2.5468,439.061
16,4,1.1927,515.6478
16,6,0.5598,673.5911
12,2,-0.4013,426.3093
12,1,0.232,365.2142
9,3,1.7224,503.3016
16,2,-0.5351,509.3581
16,2,0.4484,552.3001
14.5,3,-0.6259,538.3323
16,4,1.2602,399.2947
12,4,-0.0073,628.5699
9,3,-0.6094,426.19
16,3,0.9841,572.6045
12,4,0.8724,509.574
12,2,-0.2067,393.7956
16,2,0.9629,401.4431
16,3,-0.651,648.3177
12,6,-0.4242,653.545
16,4,0.3085,470.1459
12,2,0.0495,357.7407
12,2,1.3033,427.0957
16,3,-0.0889,547.0491
12,1,1.1192,310.5821
12,1,-0.0877,463.3739
12,4,-0.09,544.5933
14.5,4,0.1371,375.0174
16,2,-0.4862,411.8303
16,2,0.1891,595.9505
14.5,2,-0.3117,430.8376
12,2,-0.843,487.7123
16,1,-0.0073,550.9415
16,6,-0.1795,588.8573
16,3,-0.6259,543.0848
12,3,-0.2097,543.9729
16,3,1.0804,323.7266
16,4,1.1985,522.2942
16,2,0.5076,643.9503
12,4,-0.4888,526.3846
16,4,1.5098,676.1163
16,3,-0.7865,578.8683
16,1,-0.6028,422.4868
16,6,2.063,608.9192
16,1,-0.1559,657.6578
16,6,1.3441,712.2934
16,4,0.5349,563.4874
12,4,-0.1642,481.9013
12,4,-0.1177,386.2978
16,7,0.8486,558.3604
16,4,0.7159,591.7887
16,2,-1.4218,339.8703
16,4,2.4004,330.6958
12,3,0.1891,547.264
16,2,0.0526,422.2446
16,3,-1.1374,599.287
12,2,-0.7305,496.5427
12,3,1.0804,326.787
9,3,1.5861,507.1752
16,4,-1.0439,655.6278
16,4,0.854,591.5423
12,3,0.8142,686.12
14.5,2,0.8794,340.7696
16,3,0.9968,547.1628
14.5,4,1.5378,602.1537
16,3,-0.1323,523.012
16,4,1.002,507.4145
16,6,2.1683,694.4792
16,4,-0.9624,549.6885
12,2,-0.09,301.4659
16,4,-0.6,541.898
12,4,0.2607,424.1526
16,3,0.3568,566.0097
12,2,-0.0574,554.3786
16,2,0.5649,379.844
14.5,6,1.002,478.8254
16,3,-0.1828,356.6567
16,3,-1.1032,417.0558
12,7,-1.4221,280.9788
16,4,0.3344,487.0507
16,4,0.5598,758.8794
16,1,-0.0073,412.2724
12,6,1.5107,342.4434
16,4,0.0795,551.0004
12,3,-0.6259,592.2829
16,4,0.4525,593.0625
6,3,-1.064,626.6291
9,4,0.1403,535.0633
16,7,-0.3301,611.3412
14.5,4,0.8511,586.1286
16,4,0.4668,494.0057
16,6,0.5896,597.7252
16,4,0.5607,474.5303
16,6,0.1305,670.8927
16,2,-0.2539,426.983
16,2,-0.1129,377.201
12,7,0.4484,248.8251
12,4,0.6273,319.2811
14.5,3,0.1949,475.2945
12,1,-1.0153,366.5262
12,4,-0.039,428.6337
9,3,1.0491,435.4156
16,3,-0.1795,579.1775
12,1,1.0399,259.7429
12,2,-1.0879,393.9159
16,2,-0.0548,357.2363
12,6,-0.6511,489.9011
9,3,-0.0287,482.5616
16,3,0.8486,390.6843
16,6,1.1605,512.6726
16,4,-0.4482,513.2894
16,4,-0.3065,525.5203
16,1,-1.2122,400.0586
6,2,0.3284,541.7671
16,4,-0.5827,661.1817
12,4,-0.6606,628.4944
12,2,-0.843,545.8786
16,3,1.2086,516.7282
16,4,2.5894,269.5137
14.5,3,-0.7017,402.6981
16,4,0.66,364.2845
16,3,0.4389,322.831
16,4,0.5895,687.5088
16,3,0.4343,451.5862
14.5,6,-0.5684,477.2743
16,4,0.5349,596.4924
16,4,1.2726,415.1767
16,1,-0.3364,426.8007
16,3,-0.0073,655.6904
16,6,1.6117,572.1172
16,4,-0.0073,449.4459
16,6,1.372,619.6447
16,3,0.4167,415.5
16,4,0.4484,682.3031
16,2,0.7597,491.7898
16,2,-1.2894,205.3047
16,4,0.5869,615.2139
16,4,-1.862,651.6854
12,1,0.0463,475.9991
16,6,0.6267,583.1282
16,3,-0.7408,420.1981
12,2,-1.0477,368.8112
14.5,2,0.7641,501.2952
14.5,2,-0.0957,517.4944
12,2,3.1565,393.7103
12,2,0.5073,342.5481
16,2,-0.1287,490.8795
16,3,-0.6259,441.4486
12,1,1.4233,346.8319
16,1,-0.3295,432.8021
14.5,1,-0.102,539.3123
16,4,0.4484,486.7629
16,2,-0.3756,403.4202
16,1,-1.22,263.9333
12,1,-1.0124,408.948
16,4,-1.1064,401.814
16,3,0.4946,472.2744
9,4,0.4664,605.1115
16,6,0.66,591.5581
16,7,0.8511,614.385
16,4,0.1929,471.8636
14.5,3,-0.6259,645.1539
12,2,-1.3656,347.753
12,3,-0.4896,464.6438
16,3,-0.6143,342.1815
16,2,-0.5234,525.5802
16,4,-0.3295,585.7262
16,6,1.1864,564.3897
16,3,-0.0977,305.0232
16,4,-1.5976,523.6439
16,1,5.1744,256.7667
12,4,1.0755,509.8923
16,6,-0.5567,577.8804
16,4,-0.2485,542.623
16,1,0.0858,335.4167
16,7,0.898,486.51
