"PAREDINT","BOOKSHOME","READ_AVG"
16,1,432.8021
14.5,1,539.3123
16,4,486.7629
16,2,403.4202
NA,NA,421.1464
16,1,263.9333
12,1,408.948
16,4,401.814
16,3,472.2744
9,4,605.1115
16,6,591.5581
16,7,614.385
16,4,471.8636
14.5,3,645.1539
12,2,347.753
12,3,464.6438
16,NA,530.0052
16,3,342.1815
16,2,525.5802
16,4,585.7262
16,6,564.3897
16,NA,612.8178
16,3,305.0232
NA,NA,309.1905
16,4,523.6439
16,1,256.7667
NA,NA,521.7901
12,4,509.8923
16,6,577.8804
12,NA,610.2219
16,NA,666.3557
16,4,542.623
16,1,335.4167
16,7,486.51
